"FAN"	1395470	1396470
"SIL"	1396470	1398070
"MAF"	1398070	1398870
"SIL"	1398870	1400820
"FAN"	1400820	1401820
"SIL"	1401820	1403380
"MAN"	1403380	1406690
"SIL"	1406690	1407830
"FAN"	1407830	1408460
"SIL"	1408460	1409540
"MAN"	1409540	1411260
"SIL"	1411260	1413040
"FAF"	1413040	1414040
"SIL"	1414040	1415430
"FAN"	1415430	1416440
"SIL"	1416440	1417380
"MAN"	1417380	1421440
"OLF"	1421440	1422860
"SIL"	1422860	1424190
"MAN"	1424190	1429430
"SIL"	1429430	1430230
"MAN"	1430230	1431230
"SIL"	1431230	1433390
"TVF"	1433390	1434540
"FAF"	1434540	1435340
"SIL"	1435340	1436370
"FAN"	1436370	1440710
"SIL"	1440710	1441560
"FAN"	1441560	1446840
"MAN"	1446840	1447870
"NOF"	1447870	1448670
"MAF"	1448670	1449710
"SIL"	1449710	1453510
"MAN"	1453510	1454850
"FAN"	1454850	1455450
"SIL"	1455450	1456250
"FAN"	1456250	1456850
"SIL"	1456850	1458440
"FAF"	1458440	1459440
"SIL"	1459440	1463430
"MAN"	1463430	1464430
"SIL"	1464430	1470320
"MAN"	1470320	1474860
"FAF"	1474860	1475880
"SIL"	1475880	1477370
"CXF"	1477370	1478170
"SIL"	1478170	1484370
"MAN"	1484370	1485920
"SIL"	1485920	1491310
"MAN"	1491310	1493960
"SIL"	1493960	1495610
"TVF"	1495610	1496660
"SIL"	1496660	1497650
"CXF"	1497650	1498450
"SIL"	1498450	1499680
"FAN"	1499680	1500300
"SIL"	1500300	1501920
"CXF"	1501920	1503270
"MAN"	1503270	1504500
"SIL"	1504500	1517190
"MAN"	1517190	1519040
"SIL"	1519040	1523400
"CXN"	1523400	1524000
"SIL"	1524000	1526810
"FAF"	1526810	1527810
"MAN"	1527810	1528810
"SIL"	1528810	1530130
"FAF"	1530130	1531130
"SIL"	1531130	1531980
"FAF"	1531980	1533010
"OLF"	1533010	1534370
"SIL"	1534370	1538880
"MAF"	1538880	1539750
"SIL"	1539750	1542080
"MAN"	1542080	1544140
"SIL"	1544140	1553350
"TVF"	1553350	1554480
"SIL"	1554480	1557820
"NOF"	1557820	1558800
"MAF"	1558800	1559800
"SIL"	1559800	1560600
"OLF"	1560600	1561670
"FAF"	1561670	1562710
"NOF"	1562710	1563560
"SIL"	1563560	1568040
"MAN"	1568040	1569040
"SIL"	1569040	1572710
"NOF"	1572710	1573520
"SIL"	1573520	1574320
"OLF"	1574320	1576660
"SIL"	1576660	1577460
"MAF"	1577460	1578860
"OLF"	1578860	1579840
"SIL"	1579840	1582020
"TVN"	1582020	1583050
"NOF"	1583050	1585190
"SIL"	1585190	1589090
"TVF"	1589090	1590150
"NOF"	1590150	1590960
"SIL"	1590960	1593580
"FAF"	1593580	1594580
"SIL"	1594580	1595380
"MAN"	1595380	1596660
"SIL"	1596660	1602360
"MAN"	1602360	1604320
"FAN"	1604320	1605320
"SIL"	1605320	1606540
"FAF"	1606540	1607620
"FAN"	1607620	1608220
"SIL"	1608220	1609530
"NOF"	1609530	1612350
"SIL"	1612350	1628670
"FAF"	1628670	1629930
"SIL"	1629930	1630790
"FAF"	1630790	1631790
"SIL"	1631790	1633050
"FAF"	1633050	1634510
"SIL"	1634510	1636260
"FAN"	1636260	1636860
"SIL"	1636860	1638640
"FAN"	1638640	1639360
"MAN"	1639360	1640360
"SIL"	1640360	1641340
"FAN"	1641340	1643230
"SIL"	1643230	1644960
"MAF"	1644960	1645770
"FAF"	1645770	1647420
"SIL"	1647420	1648440
"FAF"	1648440	1649530
"SIL"	1649530	1650400
"FAN"	1650400	1651160
"MAN"	1651160	1652210
"SIL"	1652210	1653690
"FAF"	1653690	1654690
"SIL"	1654690	1655660
"FAN"	1655660	1657870
"SIL"	1657870	1659070
"FAN"	1659070	1660070
"SIL"	1660070	1662730
"FAF"	1662730	1664390
"NOF"	1664390	1665400
"FAF"	1665400	1666930
"SIL"	1666930	1668110
"FAF"	1668110	1670060
"MAN"	1670060	1676740
"SIL"	1676740	1682540
"MAN"	1682540	1684010
"SIL"	1684010	1685460
"MAF"	1685460	1689020
"SIL"	1689020	1690010
"MAN"	1690010	1691260
"FAF"	1691260	1692260
"MAF"	1692260	1693330
"SIL"	1693330	1694700
"FAN"	1694700	1695780
"MAN"	1695780	1697520
"FAN"	1697520	1698670
"SIL"	1698670	1699470
"MAF"	1699470	1700470
"SIL"	1700470	1702880
"FAF"	1702880	1703890
"SIL"	1703890	1705410
"MAN"	1705410	1706500
"SIL"	1706500	1707340
"FAN"	1707340	1707940
"SIL"	1707940	1709510
"FAN"	1709510	1710320
"SIL"	1710320	1711120
"FAN"	1711120	1712120
"SIL"	1712120	1713100
"NOF"	1713100	1714100
"MAN"	1714100	1715100
"NOF"	1715100	1716690
"OLN"	1716690	1717490
"FAN"	1717490	1718490
"CXF"	1718490	1719310
"OLF"	1719310	1720790
"NOF"	1720790	1721590
"SIL"	1721590	1722540
"MAN"	1722540	1724640
"TVF"	1724640	1725730
"SIL"	1725730	1726590
"CHN"	1726590	1728720
"FAF"	1728720	1730350
"SIL"	1730350	1731150
"MAF"	1731150	1733100
"SIL"	1733100	1734150
"MAN"	1734150	1736960
"FAN"	1736960	1738020
"OLF"	1738020	1739590
"MAN"	1739590	1740590
"FAF"	1740590	1744430
"FAN"	1744430	1745300
"FAN"	1745300	1747340
"MAF"	1747340	1748340
"FAF"	1748340	1749620
"MAN"	1749620	1753020
"FAN"	1753020	1754020
"SIL"	1754020	1754820
"MAN"	1754820	1757100
"SIL"	1757100	1759400
"CXN"	1759400	1761360
"SIL"	1761360	1763480
"FAF"	1763480	1764710
"CXF"	1764710	1765910
"FAF"	1765910	1767040
"SIL"	1767040	1767840
"FAN"	1767840	1769490
"NOF"	1769490	1770290
"SIL"	1770290	1771240
"FAN"	1771240	1772920
"MAN"	1772920	1774890
"SIL"	1774890	1775960
"MAN"	1775960	1776960
"FAN"	1776960	1777960
"MAN"	1777960	1780050
"NOF"	1780050	1781350
"OLN"	1781350	1784520
"FAN"	1784520	1788220
"OLF"	1788220	1789040
"FAF"	1789040	1790270
"MAN"	1790270	1791280
"FAN"	1791280	1792280
"MAN"	1792280	1793530
"OLF"	1793530	1794330
"MAN"	1794330	1795340
"CXF"	1795340	1796140
"MAN"	1796140	1798580
"OLN"	1798580	1799990
"FAN"	1799990	1800790
"OLF"	1800790	1802250
"FAF"	1802250	1805170
"OLF"	1805170	1805970
"SIL"	1805970	1806770
"MAN"	1806770	1809490
"NOF"	1809490	1810590
"CXF"	1810590	1811520
"FAN"	1811520	1812520
"MAN"	1812520	1813650
"FAF"	1813650	1814650
"MAN"	1814650	1815650
"OLF"	1815650	1816480
"SIL"	1816480	1817280
"OLF"	1817280	1818090
"FAN"	1818090	1819150
"SIL"	1819150	1820700
"CXN"	1820700	1821510
"FAF"	1821510	1823160
"CXF"	1823160	1823980
"SIL"	1823980	1825040
"FAN"	1825040	1827500
"OLN"	1827500	1829210
"MAN"	1829210	1830240
"FAF"	1830240	1833590
"SIL"	1833590	1834530
"FAF"	1834530	1836350
"OLF"	1836350	1837150
"FAF"	1837150	1838350
"SIL"	1838350	1839200
"NOF"	1839200	1840360
"SIL"	1840360	1843550
"MAN"	1843550	1847620
"SIL"	1847620	1848420
"OLF"	1848420	1849290
"MAF"	1849290	1850110
"MAN"	1850110	1852280
"CXN"	1852280	1853920
"FAN"	1853920	1855150
"CXF"	1855150	1856130
"FAF"	1856130	1857240
"SIL"	1857240	1858410
"MAN"	1858410	1864640
"CXN"	1864640	1865820
